class_id,config_types,n_blocks,n_meas,n_contexts,lp_value,lp_status,hit_5_2
1855,58 73 97 328,4,9,24,2.000000000000,0,0
1856,58 73 97 329,4,9,24,2.000000000000,0,0
1857,58 73 97 347,4,9,24,2.000000000000,0,0
1858,58 73 97 348,4,9,24,2.000000000000,0,0
1859,58 73 97 355,4,10,36,2.000000000000,0,0
1860,58 73 98 328,4,9,24,2.000000000000,0,0
1861,58 73 98 329,4,9,24,2.000000000000,0,0
1862,58 73 218 328,4,9,24,2.000000000000,0,0
1863,58 73 219 328,4,9,24,2.000000000000,0,0
1864,58 73 222 328,4,9,24,2.000000000000,0,0
1865,58 73 230 328,4,10,36,2.000000000000,0,0
1866,58 73 303 328,4,10,36,2.000000000000,0,0
1867,58 73 303 329,4,10,36,2.000000000000,0,0
1868,58 73 328,3,7,12,2.000000000000,0,0
1869,58 73 328 328,4,9,24,2.000000000000,0,0
1870,58 73 328 329,4,9,24,2.000000000000,0,0
1871,58 73 328 330,4,9,24,2.000000000000,0,0
1872,58 73 328 348,4,9,24,2.000000000000,0,0
1873,58 73 328 353,4,9,24,2.000000000000,0,0
1874,58 73 328 355,4,10,36,2.000000000000,0,0
1875,58 73 329 330,4,9,24,2.000000000000,0,0
1876,58 73 329 348,4,9,24,2.000000000000,0,0
1877,58 73 329 353,4,9,24,2.000000000000,0,0
1878,58 74 74 328,4,9,24,2.000000000000,0,0
1879,58 74 74 348,4,9,24,2.000000000000,0,0
1880,58 74 79 328,4,9,24,2.000000000000,0,0
1881,58 74 79 348,4,9,24,2.000000000000,0,0
1882,58 74 81 328,4,10,36,2.000000000000,0,0
1883,58 74 81 348,4,10,36,2.000000000000,0,0
1884,58 74 95 328,4,9,24,2.000000000000,0,0
1885,58 74 95 348,4,9,24,2.000000000000,0,0
1886,58 74 97 218,4,9,24,2.000000000000,0,0
1887,58 74 97 219,4,9,24,2.000000000000,0,0
1888,58 74 97 328,4,9,24,2.000000000000,0,0
1889,58 74 97 329,4,9,24,2.000000000000,0,0
1890,58 74 97 348,4,9,24,2.000000000000,0,0
1891,58 74 97 355,4,10,36,2.000000000000,0,0
1892,58 74 98 218,4,9,24,2.000000000000,0,0
1893,58 74 98 219,4,9,24,2.000000000000,0,0
1894,58 74 98 328,4,9,24,2.000000000000,0,0
1895,58 74 98 329,4,9,24,2.000000000000,0,0
1896,58 74 98 348,4,9,24,2.000000000000,0,0
1897,58 74 98 355,4,10,36,2.000000000000,0,0
1898,58 74 218 303,4,10,36,2.000000000000,0,0
1899,58 74 218 328,4,9,24,2.000000000000,0,0
1900,58 74 218 330,4,9,24,2.000000000000,0,0
1901,58 74 218 348,4,9,24,2.000000000000,0,0
1902,58 74 218 353,4,9,24,2.000000000000,0,0
1903,58 74 219 303,4,10,36,2.000000000000,0,0
1904,58 74 219 328,4,9,24,2.000000000000,0,0
1905,58 74 219 330,4,9,24,2.000000000000,0,0
1906,58 74 219 348,4,9,24,2.000000000000,0,0
1907,58 74 219 353,4,9,24,2.000000000000,0,0
1908,58 74 222 328,4,9,24,2.000000000000,0,0
1909,58 74 222 348,4,9,24,2.000000000000,0,0
1910,58 74 230 328,4,10,36,2.000000000000,0,0
1911,58 74 303 328,4,10,36,2.000000000000,0,0
1912,58 74 303 329,4,10,36,2.000000000000,0,0
1913,58 74 328,3,7,12,2.000000000000,0,0
1914,58 74 328 328,4,9,24,2.000000000000,0,0
1915,58 74 328 329,4,9,24,2.000000000000,0,0
1916,58 74 328 330,4,9,24,2.000000000000,0,0
1917,58 74 328 353,4,9,24,2.000000000000,0,0
1918,58 74 328 355,4,10,36,2.000000000000,0,0
1919,58 74 329 330,4,9,24,2.000000000000,0,0
1920,58 74 329 353,4,9,24,2.000000000000,0,0
1921,58 74 348,3,7,12,2.000000000000,0,0
1922,58 74 353 355,4,10,36,2.000000000000,0,0
1923,58 79 81 328,4,10,36,2.000000000000,0,0
1924,58 79 97 218,4,9,24,2.000000000000,0,0
1925,58 79 97 219,4,9,24,2.000000000000,0,0
1926,58 79 97 328,4,9,24,2.000000000000,0,0
1927,58 79 97 329,4,9,24,2.000000000000,0,0
1928,58 79 97 355,4,10,36,2.000000000000,0,0
1929,58 79 98 218,4,9,24,2.000000000000,0,0
1930,58 79 98 219,4,9,24,2.000000000000,0,0
1931,58 79 98 328,4,9,24,2.000000000000,0,0
1932,58 79 98 329,4,9,24,2.000000000000,0,0
1933,58 79 98 355,4,10,36,2.000000000000,0,0
1934,58 79 218 303,4,10,36,2.000000000000,0,0
1935,58 79 218 328,4,9,24,2.000000000000,0,0
1936,58 79 218 330,4,9,24,2.000000000000,0,0
1937,58 79 218 353,4,9,24,2.000000000000,0,0
1938,58 79 219 303,4,10,36,2.000000000000,0,0
1939,58 79 219 328,4,9,24,2.000000000000,0,0
1940,58 79 219 330,4,9,24,2.000000000000,0,0
1941,58 79 219 353,4,9,24,2.000000000000,0,0
1942,58 81 328,3,8,18,2.000000000000,0,0
1943,58 81 328 328,4,10,36,2.000000000000,0,0
1944,58 81 328 329,4,10,36,2.000000000000,0,0
1945,58 81 328 330,4,10,36,2.000000000000,0,0
1946,58 81 329 330,4,10,36,2.000000000000,0,0
1947,58 95 97 218,4,9,24,2.000000000000,0,0
1948,58 95 97 219,4,9,24,2.000000000000,0,0
1949,58 95 97 328,4,9,24,2.000000000000,0,0
1950,58 95 97 329,4,9,24,2.000000000000,0,0
1951,58 95 98 218,4,9,24,2.000000000000,0,0
1952,58 95 98 219,4,9,24,2.000000000000,0,0
1953,58 95 98 328,4,9,24,2.000000000000,0,0
1954,58 95 98 329,4,9,24,2.000000000000,0,0
1955,58 95 218 328,4,9,24,2.000000000000,0,0
1956,58 95 218 330,4,9,24,2.000000000000,0,0
1957,58 95 219 328,4,9,24,2.000000000000,0,0
1958,58 95 219 330,4,9,24,2.000000000000,0,0
1959,58 97 97 218,4,9,24,2.000000000000,0,0
1960,58 97 97 219,4,9,24,2.000000000000,0,0
1961,58 97 97 328,4,9,24,2.000000000000,0,0
1962,58 97 97 329,4,9,24,2.000000000000,0,0
1963,58 97 98 218,4,9,24,2.000000000000,0,0
1964,58 97 98 219,4,9,24,2.000000000000,0,0
1965,58 97 98 328,4,9,24,2.000000000000,0,0
1966,58 97 98 329,4,9,24,2.000000000000,0,0
1967,58 97 218,3,7,12,2.000000000000,0,0
1968,58 97 218 218,4,9,24,2.000000000000,0,0
1969,58 97 218 219,4,9,24,2.000000000000,0,0
1970,58 97 218 222,4,9,24,2.000000000000,0,0
1971,58 97 218 230,4,10,36,2.000000000000,0,0
1972,58 97 218 328,4,9,24,2.000000000000,0,0
1973,58 97 218 329,4,9,24,2.000000000000,0,0
1974,58 97 219,3,7,12,2.000000000000,0,0
1975,58 97 219 219,4,9,24,2.000000000000,0,0
1976,58 97 219 222,4,9,24,2.000000000000,0,0
1977,58 97 219 230,4,10,36,2.000000000000,0,0
1978,58 97 219 328,4,9,24,2.000000000000,0,0
1979,58 97 219 329,4,9,24,2.000000000000,0,0
1980,58 97 222 328,4,9,24,2.000000000000,0,0
1981,58 97 222 329,4,9,24,2.000000000000,0,0
1982,58 97 328,3,7,12,2.000000000000,0,0
1983,58 97 329,3,7,12,2.000000000000,0,0
1984,58 97 329 329,4,9,24,2.000000000000,0,0
1985,58 98 98 329,4,9,24,2.000000000000,0,0
1986,58 98 218 329,4,9,24,2.000000000000,0,0
1987,58 98 219 230,4,10,36,2.000000000000,0,0
1988,58 98 219 329,4,9,24,2.000000000000,0,0
1989,58 98 222 329,4,9,24,2.000000000000,0,0
1990,58 98 329,3,7,12,2.000000000000,0,0
1991,73 73 73 74 328,5,10,32,2.000000000000,0,0
1992,73 73 73 79 328,5,10,32,2.000000000000,0,0
1993,73 73 73 95 348,5,10,32,2.000000000000,0,0
1994,73 73 73 97 218,5,10,32,2.000000000000,0,0
1995,73 73 73 97 348,5,10,32,2.000000000000,0,0
1996,73 73 73 328 348,5,10,32,2.000000000000,0,0
1997,73 73 73 328 353,5,10,32,2.000000000000,0,0
1998,73 73 73 329 353,5,10,32,2.000000000000,0,0
1999,73 73 74 74 328,5,10,32,2.000000000000,0,0
2000,73 73 74 79 328,5,10,32,2.000000000000,0,0
2001,73 73 74 95 328,5,10,32,2.000000000000,0,0
2002,73 73 74 95 348,5,10,32,2.000000000000,0,0
2003,73 73 74 97 218,5,10,32,2.000000000000,0,0
2004,73 73 74 97 219,5,10,32,2.000000000000,0,0
2005,73 73 74 97 328,5,10,32,2.000000000000,0,0
2006,73 73 74 97 329,5,10,32,2.000000000000,0,0
2007,73 73 74 97 347,5,10,32,2.000000000000,0,0
2008,73 73 74 97 348,5,10,32,2.000000000000,0,0
2009,73 73 74 98 219,5,10,32,2.000000000000,0,0
2010,73 73 74 98 328,5,10,32,2.000000000000,0,0
2011,73 73 74 98 329,5,10,32,2.000000000000,0,0
2012,73 73 74 98 347,5,10,32,2.000000000000,0,0
2013,73 73 74 98 348,5,10,32,2.000000000000,0,0
2014,73 73 74 328,4,8,16,2.000000000000,0,0
2015,73 73 74 328 328,5,10,32,2.000000000000,0,0
2016,73 73 74 328 329,5,10,32,2.000000000000,0,0
2017,73 73 74 328 330,5,10,32,2.000000000000,0,0
2018,73 73 74 328 347,5,10,32,2.000000000000,0,0
2019,73 73 74 328 348,5,10,32,2.000000000000,0,0
2020,73 73 74 328 353,5,10,32,2.000000000000,0,0
2021,73 73 74 329 330,5,10,32,2.000000000000,0,0
2022,73 73 74 329 353,5,10,32,2.000000000000,0,0
2023,73 73 74 330 347,5,10,32,2.000000000000,0,0
2024,73 73 79 79 328,5,10,32,2.000000000000,0,0
2025,73 73 79 95 328,5,10,32,2.000000000000,0,0
2026,73 73 79 95 348,5,10,32,2.000000000000,0,0
2027,73 73 79 97 218,5,10,32,2.000000000000,0,0
2028,73 73 79 97 219,5,10,32,2.000000000000,0,0
2029,73 73 79 97 328,5,10,32,2.000000000000,0,0
2030,73 73 79 97 329,5,10,32,2.000000000000,0,0
2031,73 73 79 97 347,5,10,32,2.000000000000,0,0
2032,73 73 79 97 348,5,10,32,2.000000000000,0,0
2033,73 73 79 98 219,5,10,32,2.000000000000,0,0
2034,73 73 79 98 328,5,10,32,2.000000000000,0,0
2035,73 73 79 98 329,5,10,32,2.000000000000,0,0
2036,73 73 79 98 347,5,10,32,2.000000000000,0,0
2037,73 73 79 98 348,5,10,32,2.000000000000,0,0
2038,73 73 79 328,4,8,16,2.000000000000,0,0
2039,73 73 79 328 328,5,10,32,2.000000000000,0,0
2040,73 73 79 328 329,5,10,32,2.000000000000,0,0
2041,73 73 79 328 330,5,10,32,2.000000000000,0,0
2042,73 73 79 328 347,5,10,32,2.000000000000,0,0
2043,73 73 79 328 348,5,10,32,2.000000000000,0,0
2044,73 73 79 328 353,5,10,32,2.000000000000,0,0
2045,73 73 79 329 330,5,10,32,2.000000000000,0,0
2046,73 73 79 329 353,5,10,32,2.000000000000,0,0
2047,73 73 79 330 347,5,10,32,2.000000000000,0,0
2048,73 73 95 95 348,5,10,32,2.000000000000,0,0
2049,73 73 95 97 218,5,10,32,2.000000000000,0,0
2050,73 73 95 97 348,5,10,32,2.000000000000,0,0
2051,73 73 95 98 218,5,10,32,2.000000000000,0,0
2052,73 73 95 98 348,5,10,32,2.000000000000,0,0
2053,73 73 95 218 328,5,10,32,2.000000000000,0,0
2054,73 73 95 218 330,5,10,32,2.000000000000,0,0
2055,73 73 95 218 348,5,10,32,2.000000000000,0,0
2056,73 73 95 218 353,5,10,32,2.000000000000,0,0
2057,73 73 95 219 348,5,10,32,2.000000000000,0,0
2058,73 73 95 219 353,5,10,32,2.000000000000,0,0
2059,73 73 95 222 328,5,10,32,2.000000000000,0,0
2060,73 73 95 328 348,5,10,32,2.000000000000,0,0
2061,73 73 95 328 353,5,10,32,2.000000000000,0,0
2062,73 73 95 329 348,5,10,32,2.000000000000,0,0
2063,73 73 95 329 353,5,10,32,2.000000000000,0,0
2064,73 73 95 330 348,5,10,32,2.000000000000,0,0
2065,73 73 95 347 348,5,10,32,2.000000000000,0,0
2066,73 73 95 347 353,5,10,32,2.000000000000,0,0
2067,73 73 95 348,4,8,16,2.000000000000,0,0
2068,73 73 95 348 348,5,10,32,2.000000000000,0,0
2069,73 73 95 348 353,5,10,32,2.000000000000,0,0
2070,73 73 97 97 218,5,10,32,2.000000000000,0,0
2071,73 73 97 97 348,5,10,32,2.000000000000,0,0
2072,73 73 97 98 218,5,10,32,2.000000000000,0,0
2073,73 73 97 98 348,5,10,32,2.000000000000,0,0
2074,73 73 97 218,4,8,16,2.000000000000,0,0
2075,73 73 97 218 328,5,10,32,2.000000000000,0,0
2076,73 73 97 218 329,5,10,32,2.000000000000,0,0
2077,73 73 97 218 330,5,10,32,2.000000000000,0,0
2078,73 73 97 219 348,5,10,32,2.000000000000,0,0
2079,73 73 97 219 353,5,10,32,2.000000000000,0,0
2080,73 73 97 328 348,5,10,32,2.000000000000,0,0
2081,73 73 97 328 353,5,10,32,2.000000000000,0,0
2082,73 73 97 329 348,5,10,32,2.000000000000,0,0
2083,73 73 97 329 353,5,10,32,2.000000000000,0,0
2084,73 73 97 330 348,5,10,32,2.000000000000,0,0
2085,73 73 97 347 348,5,10,32,2.000000000000,0,0
2086,73 73 97 347 353,5,10,32,2.000000000000,0,0
2087,73 73 97 348,4,8,16,2.000000000000,0,0
2088,73 73 97 348 348,5,10,32,2.000000000000,0,0
2089,73 73 97 348 353,5,10,32,2.000000000000,0,0
2090,73 73 98 328 348,5,10,32,2.000000000000,0,0
2091,73 73 98 328 353,5,10,32,2.000000000000,0,0
2092,73 73 98 329 348,5,10,32,2.000000000000,0,0
2093,73 73 98 329 353,5,10,32,2.000000000000,0,0
2094,73 73 328 328 348,5,10,32,2.000000000000,0,0
2095,73 73 328 328 353,5,10,32,2.000000000000,0,0
2096,73 73 328 329 348,5,10,32,2.000000000000,0,0
2097,73 73 328 329 353,5,10,32,2.000000000000,0,0
2098,73 73 328 330 348,5,10,32,2.000000000000,0,0
2099,73 73 328 330 353,5,10,32,2.000000000000,0,0
2100,73 73 328 347 353,5,10,32,2.000000000000,0,0
2101,73 73 328 348,4,8,16,2.000000000000,0,0
2102,73 73 328 353,4,8,16,2.000000000000,0,0
2103,73 73 328 353 353,5,10,32,2.000000000000,0,0
2104,73 73 329 329 353,5,10,32,2.000000000000,0,0
2105,73 73 329 330 353,5,10,32,2.000000000000,0,0
2106,73 73 329 353,4,8,16,2.000000000000,0,0
2107,73 74 74 74 328,5,10,32,2.000000000000,0,0
2108,73 74 74 79 328,5,10,32,2.000000000000,0,0
2109,73 74 74 95 328,5,10,32,2.000000000000,0,0
2110,73 74 74 95 348,5,10,32,2.000000000000,0,0
2111,73 74 74 97 218,5,10,32,2.000000000000,0,0
2112,73 74 74 97 219,5,10,32,2.000000000000,0,0
2113,73 74 74 97 328,5,10,32,2.000000000000,0,0
2114,73 74 74 97 329,5,10,32,2.000000000000,0,0
2115,73 74 74 97 347,5,10,32,2.000000000000,0,0
2116,73 74 74 97 348,5,10,32,2.000000000000,0,0
2117,73 74 74 98 219,5,10,32,2.000000000000,0,0
2118,73 74 74 98 328,5,10,32,2.000000000000,0,0
2119,73 74 74 98 329,5,10,32,2.000000000000,0,0
2120,73 74 74 98 347,5,10,32,2.000000000000,0,0
2121,73 74 74 98 348,5,10,32,2.000000000000,0,0
2122,73 74 74 328,4,8,16,2.000000000000,0,0
2123,73 74 74 328 328,5,10,32,2.000000000000,0,0
2124,73 74 74 328 329,5,10,32,2.000000000000,0,0
2125,73 74 74 328 330,5,10,32,2.000000000000,0,0
2126,73 74 74 328 347,5,10,32,2.000000000000,0,0
2127,73 74 74 328 348,5,10,32,2.000000000000,0,0
2128,73 74 74 328 353,5,10,32,2.000000000000,0,0
2129,73 74 74 329 330,5,10,32,2.000000000000,0,0
2130,73 74 74 329 353,5,10,32,2.000000000000,0,0
2131,73 74 74 330 347,5,10,32,2.000000000000,0,0
2132,73 74 79 79 328,5,10,32,2.000000000000,0,0
2133,73 74 79 95 328,5,10,32,2.000000000000,0,0
2134,73 74 79 95 348,5,10,32,2.000000000000,0,0
2135,73 74 79 97 218,5,10,32,2.000000000000,0,0
2136,73 74 79 97 219,5,10,32,2.000000000000,0,0
2137,73 74 79 97 328,5,10,32,2.000000000000,0,0
2138,73 74 79 97 329,5,10,32,2.000000000000,0,0
2139,73 74 79 97 347,5,10,32,2.000000000000,0,0
2140,73 74 79 97 348,5,10,32,2.000000000000,0,0
2141,73 74 79 98 219,5,10,32,2.000000000000,0,0
2142,73 74 79 98 328,5,10,32,2.000000000000,0,0
2143,73 74 79 98 329,5,10,32,2.000000000000,0,0
2144,73 74 79 98 347,5,10,32,2.000000000000,0,0
2145,73 74 79 98 348,5,10,32,2.000000000000,0,0
2146,73 74 79 328,4,8,16,2.000000000000,0,0
2147,73 74 79 328 328,5,10,32,2.000000000000,0,0
2148,73 74 79 328 329,5,10,32,2.000000000000,0,0
2149,73 74 79 328 330,5,10,32,2.000000000000,0,0
2150,73 74 79 328 347,5,10,32,2.000000000000,0,0
2151,73 74 79 328 348,5,10,32,2.000000000000,0,0
2152,73 74 79 328 353,5,10,32,2.000000000000,0,0
2153,73 74 79 329 330,5,10,32,2.000000000000,0,0
2154,73 74 79 329 353,5,10,32,2.000000000000,0,0
2155,73 74 79 330 347,5,10,32,2.000000000000,0,0
2156,73 74 95 97 218,5,10,32,2.000000000000,0,0
2157,73 74 95 97 219,5,10,32,2.000000000000,0,0
2158,73 74 95 97 347,5,10,32,2.000000000000,0,0
2159,73 74 95 97 348,5,10,32,2.000000000000,0,0
2160,73 74 95 98 218,5,10,32,2.000000000000,0,0
2161,73 74 95 98 219,5,10,32,2.000000000000,0,0
2162,73 74 95 98 328,5,10,32,2.000000000000,0,0
2163,73 74 95 98 329,5,10,32,2.000000000000,0,0
2164,73 74 95 98 347,5,10,32,2.000000000000,0,0
2165,73 74 95 98 348,5,10,32,2.000000000000,0,0
2166,73 74 95 218 328,5,10,32,2.000000000000,0,0
2167,73 74 95 218 330,5,10,32,2.000000000000,0,0
2168,73 74 95 218 348,5,10,32,2.000000000000,0,0
2169,73 74 95 218 353,5,10,32,2.000000000000,0,0
2170,73 74 95 219 328,5,10,32,2.000000000000,0,0
2171,73 74 95 219 330,5,10,32,2.000000000000,0,0
2172,73 74 95 219 348,5,10,32,2.000000000000,0,0
2173,73 74 95 219 353,5,10,32,2.000000000000,0,0
2174,73 74 95 222 328,5,10,32,2.000000000000,0,0
2175,73 74 95 328,4,8,16,2.000000000000,0,0
2176,73 74 95 328 328,5,10,32,2.000000000000,0,0
2177,73 74 95 328 329,5,10,32,2.000000000000,0,0
2178,73 74 95 328 330,5,10,32,2.000000000000,0,0
2179,73 74 95 328 347,5,10,32,2.000000000000,0,0
2180,73 74 95 328 348,5,10,32,2.000000000000,0,0
2181,73 74 95 328 353,5,10,32,2.000000000000,0,0
2182,73 74 95 329 330,5,10,32,2.000000000000,0,0
2183,73 74 95 329 348,5,10,32,2.000000000000,0,0
2184,73 74 95 329 353,5,10,32,2.000000000000,0,0
2185,73 74 95 330 347,5,10,32,2.000000000000,0,0
2186,73 74 95 330 348,5,10,32,2.000000000000,0,0
2187,73 74 95 347 348,5,10,32,2.000000000000,0,0
2188,73 74 95 347 353,5,10,32,2.000000000000,0,0
2189,73 74 95 348,4,8,16,2.000000000000,0,0
2190,73 74 95 348 348,5,10,32,2.000000000000,0,0
2191,73 74 95 348 353,5,10,32,2.000000000000,0,0
2192,73 74 97 97 218,5,10,32,2.000000000000,0,0
2193,73 74 97 97 219,5,10,32,2.000000000000,0,0
2194,73 74 97 97 328,5,10,32,2.000000000000,0,0
2195,73 74 97 97 329,5,10,32,2.000000000000,0,0
2196,73 74 97 97 347,5,10,32,2.000000000000,0,0
2197,73 74 97 97 348,5,10,32,2.000000000000,0,0
2198,73 74 97 98 218,5,10,32,2.000000000000,0,0
2199,73 74 97 98 219,5,10,32,2.000000000000,0,0
2200,73 74 97 98 328,5,10,32,2.000000000000,0,0
2201,73 74 97 98 329,5,10,32,2.000000000000,0,0
2202,73 74 97 98 347,5,10,32,2.000000000000,0,0
2203,73 74 97 98 348,5,10,32,2.000000000000,0,0
2204,73 74 97 218,4,8,16,2.000000000000,0,0
2205,73 74 97 218 328,5,10,32,2.000000000000,0,0
2206,73 74 97 218 329,5,10,32,2.000000000000,0,0
2207,73 74 97 218 330,5,10,32,2.000000000000,0,0
2208,73 74 97 219,4,8,16,2.000000000000,0,0
2209,73 74 97 219 219,5,10,32,2.000000000000,0,0
2210,73 74 97 219 328,5,10,32,2.000000000000,0,0
2211,73 74 97 219 329,5,10,32,2.000000000000,0,0
2212,73 74 97 219 330,5,10,32,2.000000000000,0,0
2213,73 74 97 219 347,5,10,32,2.000000000000,0,0
2214,73 74 97 219 348,5,10,32,2.000000000000,0,0
2215,73 74 97 219 353,5,10,32,2.000000000000,0,0
2216,73 74 97 328,4,8,16,2.000000000000,0,0
2217,73 74 97 328 328,5,10,32,2.000000000000,0,0
2218,73 74 97 328 329,5,10,32,2.000000000000,0,0
2219,73 74 97 328 330,5,10,32,2.000000000000,0,0
2220,73 74 97 328 347,5,10,32,2.000000000000,0,0
2221,73 74 97 328 348,5,10,32,2.000000000000,0,0
2222,73 74 97 328 353,5,10,32,2.000000000000,0,0
2223,73 74 97 329,4,8,16,2.000000000000,0,0
2224,73 74 97 329 329,5,10,32,2.000000000000,0,0
2225,73 74 97 329 330,5,10,32,2.000000000000,0,0
2226,73 74 97 329 347,5,10,32,2.000000000000,0,0
2227,73 74 97 329 348,5,10,32,2.000000000000,0,0
2228,73 74 97 329 353,5,10,32,2.000000000000,0,0
2229,73 74 97 330 347,5,10,32,2.000000000000,0,0
2230,73 74 97 330 348,5,10,32,2.000000000000,0,0
2231,73 74 97 347,4,8,16,2.000000000000,0,0
2232,73 74 97 347 348,5,10,32,2.000000000000,0,0
2233,73 74 97 347 353,5,10,32,2.000000000000,0,0
2234,73 74 97 348,4,8,16,2.000000000000,0,0
2235,73 74 97 348 348,5,10,32,2.000000000000,0,0
2236,73 74 97 348 353,5,10,32,2.000000000000,0,0
2237,73 74 98 98 219,5,10,32,2.000000000000,0,0
2238,73 74 98 98 328,5,10,32,2.000000000000,0,0
2239,73 74 98 98 329,5,10,32,2.000000000000,0,0
2240,73 74 98 98 347,5,10,32,2.000000000000,0,0
2241,73 74 98 98 348,5,10,32,2.000000000000,0,0
2242,73 74 98 219,4,8,16,2.000000000000,0,0
2243,73 74 98 219 328,5,10,32,2.000000000000,0,0
2244,73 74 98 219 329,5,10,32,2.000000000000,0,0
2245,73 74 98 219 330,5,10,32,2.000000000000,0,0
2246,73 74 98 328,4,8,16,2.000000000000,0,0
2247,73 74 98 328 328,5,10,32,2.000000000000,0,0
2248,73 74 98 328 329,5,10,32,2.000000000000,0,0
2249,73 74 98 328 330,5,10,32,2.000000000000,0,0
2250,73 74 98 328 347,5,10,32,2.000000000000,0,0
2251,73 74 98 328 348,5,10,32,2.000000000000,0,0
2252,73 74 98 328 353,5,10,32,2.000000000000,0,0
2253,73 74 98 329,4,8,16,2.000000000000,0,0
2254,73 74 98 329 329,5,10,32,2.000000000000,0,0
2255,73 74 98 329 330,5,10,32,2.000000000000,0,0
2256,73 74 98 329 347,5,10,32,2.000000000000,0,0
2257,73 74 98 329 348,5,10,32,2.000000000000,0,0
2258,73 74 98 329 353,5,10,32,2.000000000000,0,0
2259,73 74 98 330 347,5,10,32,2.000000000000,0,0
2260,73 74 98 330 348,5,10,32,2.000000000000,0,0
2261,73 74 98 347,4,8,16,2.000000000000,0,0
2262,73 74 98 347 348,5,10,32,2.000000000000,0,0
2263,73 74 98 347 353,5,10,32,2.000000000000,0,0
2264,73 74 98 348,4,8,16,2.000000000000,0,0
2265,73 74 98 348 348,5,10,32,2.000000000000,0,0
2266,73 74 98 348 353,5,10,32,2.000000000000,0,0
2267,73 74 328,3,6,8,2.000000000000,0,0
2268,73 74 328 328,4,8,16,2.000000000000,0,0
2269,73 74 328 328 328,5,10,32,2.000000000000,0,0
2270,73 74 328 328 329,5,10,32,2.000000000000,0,0
2271,73 74 328 328 347,5,10,32,2.000000000000,0,0
2272,73 74 328 328 348,5,10,32,2.000000000000,0,0
2273,73 74 328 328 353,5,10,32,2.000000000000,0,0
2274,73 74 328 329,4,8,16,2.000000000000,0,0
2275,73 74 328 329 329,5,10,32,2.000000000000,0,0
2276,73 74 328 329 347,5,10,32,2.000000000000,0,0
2277,73 74 328 329 348,5,10,32,2.000000000000,0,0
2278,73 74 328 329 353,5,10,32,2.000000000000,0,0
2279,73 74 328 330,4,8,16,2.000000000000,0,0
2280,73 74 328 347,4,8,16,2.000000000000,0,0
2281,73 74 328 347 353,5,10,32,2.000000000000,0,0
2282,73 74 328 348,4,8,16,2.000000000000,0,0
2283,73 74 328 353,4,8,16,2.000000000000,0,0
2284,73 74 328 353 353,5,10,32,2.000000000000,0,0
2285,73 74 329 329 330,5,10,32,2.000000000000,0,0
2286,73 74 329 329 353,5,10,32,2.000000000000,0,0
2287,73 74 329 330,4,8,16,2.000000000000,0,0
2288,73 74 329 330 347,5,10,32,2.000000000000,0,0
2289,73 74 329 330 353,5,10,32,2.000000000000,0,0
2290,73 74 329 353,4,8,16,2.000000000000,0,0
2291,73 74 330 347,4,8,16,2.000000000000,0,0
2292,73 79 79 79 328,5,10,32,2.000000000000,0,0
2293,73 79 79 95 328,5,10,32,2.000000000000,0,0
2294,73 79 79 95 348,5,10,32,2.000000000000,0,0
2295,73 79 79 97 218,5,10,32,2.000000000000,0,0
2296,73 79 79 97 219,5,10,32,2.000000000000,0,0
2297,73 79 79 97 328,5,10,32,2.000000000000,0,0
2298,73 79 79 97 329,5,10,32,2.000000000000,0,0
2299,73 79 79 97 347,5,10,32,2.000000000000,0,0
2300,73 79 79 97 348,5,10,32,2.000000000000,0,0
2301,73 79 79 98 219,5,10,32,2.000000000000,0,0
2302,73 79 79 98 328,5,10,32,2.000000000000,0,0
2303,73 79 79 98 329,5,10,32,2.000000000000,0,0
2304,73 79 79 98 347,5,10,32,2.000000000000,0,0
2305,73 79 79 98 348,5,10,32,2.000000000000,0,0
2306,73 79 79 328,4,8,16,2.000000000000,0,0
2307,73 79 79 328 328,5,10,32,2.000000000000,0,0
2308,73 79 79 328 329,5,10,32,2.000000000000,0,0
2309,73 79 79 328 347,5,10,32,2.000000000000,0,0
2310,73 79 79 328 348,5,10,32,2.000000000000,0,0
2311,73 79 79 328 353,5,10,32,2.000000000000,0,0
2312,73 79 79 329 330,5,10,32,2.000000000000,0,0
2313,73 79 79 329 353,5,10,32,2.000000000000,0,0
2314,73 79 79 330 347,5,10,32,2.000000000000,0,0
2315,73 79 95 98 218,5,10,32,2.000000000000,0,0
2316,73 79 95 98 219,5,10,32,2.000000000000,0,0
2317,73 79 95 98 347,5,10,32,2.000000000000,0,0
2318,73 79 95 98 348,5,10,32,2.000000000000,0,0
2319,73 79 95 218 328,5,10,32,2.000000000000,0,0
2320,73 79 95 218 330,5,10,32,2.000000000000,0,0
2321,73 79 95 218 348,5,10,32,2.000000000000,0,0
2322,73 79 95 218 353,5,10,32,2.000000000000,0,0
2323,73 79 95 219 328,5,10,32,2.000000000000,0,0
2324,73 79 95 219 330,5,10,32,2.000000000000,0,0
2325,73 79 95 219 348,5,10,32,2.000000000000,0,0
2326,73 79 95 219 353,5,10,32,2.000000000000,0,0
2327,73 79 95 222 328,5,10,32,2.000000000000,0,0
2328,73 79 95 328,4,8,16,2.000000000000,0,0
2329,73 79 95 328 328,5,10,32,2.000000000000,0,0
2330,73 79 95 328 329,5,10,32,2.000000000000,0,0
2331,73 79 95 328 347,5,10,32,2.000000000000,0,0
